Title,Year,Votes,Rating
TV: The Movie,2006,937,3.5
Ta Ra Rum Pum,2007,2115,5.4
Ta divna Splitska noc,2004,738,7.3
Ta kokkina fanaria,1963,632,8.2
Ta paidia tou Diavolou,1976,1870,5.1
Ta'm e guilass,1997,10790,7.7
Ta-weo,2012,2142,6.5
Taal,1999,2943,6.8
Taare Zameen Par,2007,51441,8.6
Taarzan: The Wonder Car,2004,1045,4.2
Table No.21,2013,5013,7.1
Table for Five,1983,500,6.2
Table for Three,2009,2485,5.6
Tabloid,2010,3861,7.1
Taboo,1980,1012,7.5
Taboo,2002,1506,3.6
Taboo II,1982,692,7.5
Tabor ukhodit v nebo,1976,852,7.7
Tabu,2012,3636,7.4
Tabu: A Story of the South Seas,1931,2598,7.7
Tabutta ràvasata,1996,2981,7.9
Tacones lejanos,1991,7941,7.2
Tactical Force,2011,4075,4.8
"Tada, kimi wo aishiteru",2006,1601,7.6
Tadas Blinda. Pradzia,2011,2347,7.5
Tadpole,2000,4841,6.3
Tae-poong,2005,993,5.9
Taegukgi hwinalrimyeo,2004,27610,8.2
Taekoesu Yonggary,1967,550,4.3
Taffin,1988,934,5.6
Tag: The Assassination Game,1982,573,6
Tagebuch einer Verlorenen,1929,2269,7.8
Tagore,2003,702,7.6
Tai Chi 0,2012,3189,6
Tai Chi Hero,2012,1890,6.2
Tai ji quan,1996,519,7.1
Tai ji: Zhang San Feng,1993,6495,7.3
Tai yang zhao chang sheng qi,2007,1036,7
Tai-Pan,1986,1065,5.4
Taiheiyou no kiseki: Fokkusu to yobareta otoko,2011,525,6.5
Taiji ga mitsuryŸ suru toki,1966,576,7.6
Tail Lights Fade,1999,665,4.8
Tais-toi!,2003,17823,7.1
Taiyou no ouji Horusu no daibouken,1968,1181,6.7
TaiyŸ no uta,2006,888,7.4
TajemstvÃ hradu v Karpatech,1981,620,7.6
Tajna Nikole Tesle,1980,652,7.4
Take,2007,991,6.2
"Take Her, She's Mine",1963,793,6.4
Take Me Home,2011,3342,6.9
Take Me Home Tonight,2011,37640,6.4
Take Me Out to the Ball Game,1949,1817,6.8
Take Shelter,2011,50391,7.5
Take This Job and Shove It,1981,533,4.9
Take This Waltz,2011,17215,6.6
Take a Hard Ride,1975,500,5.9
Take the High Ground!,1953,575,6.2
Take the Lead,2006,18568,6.6
Take the Money and Run,1969,18824,7.3
Takedown,2000,5364,6.3
Taken,2008,372989,7.9
Taken 2,2012,151742,6.3
Taken in Broad Daylight,2009,800,5.7
Takers,2010,38061,6.2
Takeshis',2005,2626,6.5
Takht» siah,2000,1654,6.9
Taking 5,2007,692,5.9
Taking Care of Business,1990,5140,6.3
Taking Chance,2009,9165,7.5
Taking Chances,2009,1076,4.5
Taking Lives,2004,53820,6.1
Taking Off,1971,2023,7.5
Taking Sides,2001,2571,7.2
Taking Woodstock,2009,21500,6.7
Taksi-Blyuz,1990,892,7.5
Takva,2006,6397,7.5
Tala va mes,2011,1108,7.7
Talaash,2012,17250,7.4
Talaye sorkh,2003,2808,7.6
Tale of the Mummy,1998,2223,3.7
Talent for the Game,1991,534,5.9
Talento de barrio,2008,576,5.5
Tales That Witness Madness,1973,583,5.6
Tales from the Crypt,1972,4677,7
Tales from the Crypt: Demon Knight,1995,13914,6.7
Tales from the Darkside: The Movie,1990,7995,6.1
Tales from the Gimli Hospital,1988,887,6.8
Tales from the Hood,1995,3758,6.1
Tales from the Script,2009,1042,7.1
Tales of Manhattan,1942,999,7.5
Tales of Terror,1962,3520,6.9
Tales of an Ancient Empire,2010,1157,3.1
Tales of the Black Freighter,2009,3928,7.1
TalhotBlond,2012,776,6.6
Talhotblond:,2009,1301,6.9
Tali-Ihantala 1944,2007,1187,5.8
Talih kusu,1989,866,7.3
Talihina Sky: The Story of Kings of Leon,2011,629,7
Talk Radio,1988,8502,7.2
Talk of Angels,1998,634,6.2
Talk to Me,2007,7781,7.4
Talking Funny,2011,764,7.9
Tall Tale,1995,2264,5.7
Tall in the Saddle,1944,1612,7.1
Talladega Nights: The Ballad of Ricky Bobby,2006,99054,6.5
Talvisota,1989,5741,7.9
Tamam miyiz?,2013,870,7
Tamara,2005,7252,5.2
Tamara Drewe,2010,13915,6.2
Tambi»n la lluvia,2010,7276,7.4
Tamla Rose,2013,1321,8.5
Tammy and the Bachelor,1957,1306,6.9
Tammy and the T-Rex,1994,840,3.3
Tamo i ovde,2009,800,6.4
Tampopo,1985,8016,7.9
Tan Lines,2007,793,5.4
Tan de repente,2002,681,6.5
Tandem,1987,587,7.2
Tang Bohu dian Qiuxiang,1993,1795,7.6
Tang shan da di zhen,2010,6046,7.6
Tang shan da xiong,1971,14400,7.1
Tangents,1994,2264,2.2
Tanghi argentini,2006,544,7.8
Tangled,2001,1847,5.7
Tangled,2010,182525,7.9
Tangled Ever After,2012,7001,7.9
Tango & Cash,1989,59563,6.2
Tango,1981,1148,7.9
Tango,1993,849,6.7
Tango,1998,2121,7.1
Tango Charlie,2005,711,5.9
Tango Tangles,1914,578,5.3
Tango feroz: la leyenda de Tanguito,1993,663,6.8
Tanguy,2001,4624,6.4
Tanin no kao,1966,3127,7.9
Tank,1984,2665,5.5
Tank Girl,1995,20625,5.1
Tanner Hall,2009,1622,5.9
Tannàd,2009,571,5.8
Tanu Weds Manu,2011,3959,6.2
Tao xue wei long,1991,1516,7.2
Tao xue wei long 2,1992,955,6.7
Tao xue wei long zhi long guo ji nian,1993,746,6.3
Tap,1989,931,6.5
Tapas,2005,1936,6.9
Tape,2001,13022,7.3
Tape 407,2012,2638,3.6
Taped,2012,788,6.3
Tapeheads,1988,2793,5.8
Tapped,2009,842,7.3
Taps,1981,10316,6.7
Tara Road,2005,1326,6
Tarantula,1955,5172,6.5
Taras Bulba,1962,2225,6.4
Taras Bulba,2009,1524,5.7
Target,1985,2465,5.9
Target Earth,1954,571,5.8
Targets,1968,5139,7.5
"Taris, roi de l'eau",1931,1055,6.7
Tarkan Viking kani,1971,757,6.5
Tarnation,2003,5306,7.2
Tart,2001,2203,4.7
Tarzan & Jane,2002,2339,5.2
Tarzan,1999,90782,7.2
Tarzan,2013,4525,4.6
Tarzan Escapes,1936,2242,7
Tarzan Finds a Son!,1939,2371,7
Tarzan II,2005,3298,5.6
Tarzan Rifki,1986,1013,6.7
Tarzan Triumphs,1943,1547,7.1
Tarzan and His Mate,1934,3323,7.7
Tarzan and the Amazons,1945,1762,6.9
Tarzan and the Huntress,1947,1595,7
Tarzan and the Leopard Woman,1946,1688,6.9
Tarzan and the Lost City,1998,1647,3.9
Tarzan and the Mermaids,1948,1481,6.6
Tarzan the Ape Man,1932,4707,7.2
Tarzan's Desert Mystery,1943,1500,7.1
Tarzan's Greatest Adventure,1959,676,6.6
Tarzan's New York Adventure,1942,2216,7.1
Tarzan's Secret Treasure,1941,2045,7
"Tarzan, the Ape Man",1981,3688,3.1
"Tarzoon, la honte de la jungle",1975,697,5.3
Tashan,2008,2734,3.8
Task Force,1949,597,6.7
Tasmanian Devils,2013,652,3.6
Tasogare Seibei,2002,15584,8.1
Taste of Fear,1961,1802,7.4
Taste the Blood of Dracula,1970,2615,6.3
Tatar Ramazan,1990,1644,8.3
Tatar Ramazan s∏rg∏nde,1992,809,8.3
Tatarak,2009,764,6.5
Tatie Danielle,1990,2079,7.1
Tatil kitabi,2008,589,6.3
Tatli dillim,1972,947,7.6
Tato,1995,568,7.1
Tatt av kvinnen,2007,1627,6.7
Tattoo,2002,2194,6.4
Tau man ji D,2005,4910,6.4
Tau ming chong,2007,19874,7.1
Taxi,1996,594,6.7
Taxi,1998,51326,6.9
Taxi,2004,26629,4.3
Taxi 2,2000,33333,6.4
Taxi 3,2003,25096,5.6
Taxi 4,2007,15207,5.5
Taxi Driver,1976,360740,8.4
Taxi No. 9 2 11: Nau Do Gyarah,2006,3088,7.2
Taxi para tres,2001,563,7
Taxi to the Dark Side,2007,6258,8
Taxi zum Klo,1980,758,6.6
Taxi!,1932,612,6.7
Taxidermia,2006,10457,7
Taxidi sta Kythira,1984,951,7.9
Tayna tretey planety,1981,770,8
Tazza,2006,817,7.3
Tchao pantin,1983,1383,7.5
Te doy mis ojos,2003,4075,7.5
Te jing xin ren lei 2,2000,725,5.1
Te shu shen fen,2013,1184,5.3
Te wu mi cheng,2001,9659,5.8
Tea and Sympathy,1956,1383,7.3
Tea for Two,1950,896,6.6
Tea with Mussolini,1999,8182,6.9
Teacher's Pet,1958,2429,7.2
Teacher's Pet,2000,950,3.8
Teacher's Pet,2004,1055,5.9
Teachers,1984,2665,5.9
Teaching Mrs. Tingle,1999,15496,5.2
Team America: World Police,2004,111994,7.2
Team Spirit,2000,898,6.1
Tears of Kali,2004,638,5.3
Tears of Steel,2012,734,5.6
Tears of the Sun,2003,76196,6.6
Technotise - Edit i ja,2009,1904,7.6
Ted,2012,333635,7.1
Ted Bundy,2002,5178,5.9
Teddy Bear,2012,2655,7.2
Teen Beach Movie,2013,3740,6.2
Teen Kanya,1961,603,7.8
Teen Maar,2011,714,5.8
Teen Patti,2010,747,4.1
Teen Spirit,2011,3033,5.7
Teen Titans: Trouble in Tokyo,2006,1100,7
Teen Witch,1989,4358,6.2
Teen Wolf,1985,27918,5.9
Teen Wolf Too,1987,7476,3
Teen-Age Strangler,1964,634,1.9
Teenage Cave Man,1958,942,3
Teenage Caveman,2002,2499,3.2
Teenage Dirtbag,2009,1860,7.1
Teenage Mutant Ninja Turtles,1990,54530,6.7
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,34664,5.9
Teenage Mutant Ninja Turtles III,1993,19329,4.7
Teenage Paparazzo,2010,1788,7.4
Teenage Zombies,1961,595,2.6
Teenagers from Outer Space,1959,2159,3.5
Tees Maar Khan,2010,5197,2.5
Teeth,2007,28437,5.5
Tegeran-43,1981,762,7.2
Tek kisilik dev kadro,2005,806,8.1
Tekken,2010,18664,4.9
Tekken: Blood Vengeance,2011,3610,5.9
Tekken: The Motion Picture,1997,1468,5.2
Tekkon kinkur”to,2006,6695,7.7
Teknolust,2002,988,5.3
Telefon,1977,3388,6.6
Telegrafisten,1993,522,6.5
Television,2012,1404,8
Tell,2012,1314,7.3
Tell It to the Marines,1926,1112,8.3
Tell Them Willie Boy Is Here,1969,1656,6.4
Tell Your Children,1936,5314,3.7
Tell-Tale,2009,3478,5.5
Tellement proches,2009,795,6.5
Telling Lies in America,1997,1739,6.3
Telling You,1998,580,4.3
Telmisseomding,1999,2327,6.6
Telstar: The Joe Meek Story,2008,1003,6.4
Temmink: The Ultimate Fight,1998,548,6.5
Temnye vody,1993,665,6.3
Temnyy mir,2010,516,5
Tempest,1982,1574,6.5
Temple Grandin,2010,14618,8.4
Tempo,2003,755,4.7
Tempo di viaggio,1983,642,7.3
Temporada de patos,2004,2903,7.4
Temptation: Confessions of a Marriage Counselor,2013,7902,4.7
Tempted,2001,1084,5.5
Ten 'til Noon,2006,1164,5.6
Ten Canoes,2006,3244,7
Ten Dead Men,2008,569,3.9
Ten Inch Hero,2007,8376,7.5
Ten Little Indians,1965,2235,6.7
Ten Little Indians,1989,506,4.7
Ten Minutes Older: The Cello,2002,1137,6.8
Ten Minutes Older: The Trumpet,2002,2340,7.3
Ten Wanted Men,1955,533,6.1
Ten to Chi to,1990,673,7.1
Tenacious D in The Pick of Destiny,2006,69791,6.8
Tenacious D: The Complete Masterworks,2003,1263,8.4
Tenchi MuyŸ! In Love,1996,1058,7.4
Tender Mercies,1983,6002,7.5
Tenderness,2009,5840,5.5
Tendres cousines,1980,955,5.7
Tenebre,1982,11500,7.2
Tengo ganas de ti,2012,5217,7.1
Tengoku to jigoku,1963,14143,8.3
Tenk? no shiro Rapyuta,1986,63904,8.1
Tennen kokekkŸ,2007,512,7.5
Tennessee,2008,598,5.7
Tenshi Kinryoku,2000,580,6.9
Tenshi no koi,2009,726,7
Tenshi no kŸkotsu,1972,676,7.3
Tenshi no tamago,1985,1768,7.6
Tension,1949,1174,7.2
Tensi€n sexual no resuelta,2010,707,5.5
Tentacoli,1977,1607,3.3
Tenten,2007,1188,7.5
Tenue de soir»e,1986,1528,7
Tenure,2008,2036,6.1
Teorema,1968,6123,7.2
Tepenin ardi,2012,979,7.3
Tequila Sunrise,1988,19262,5.9
Tere Bin Laden,2010,4959,7.3
Tere Naal Love Ho Gaya,2012,2560,5.7
Tere Naam,2003,5951,7.1
Teri Meri Kahaani,2012,2299,4.7
Terje Vigen,1917,667,7.1
Terkel i knibe,2004,5962,7.1
Terminal Invasion,2002,1466,4.9
Terminal Velocity,1994,9203,5.4
Termination Point,2007,530,4.4
Terminator 2: Judgment Day,1991,536663,8.5
Terminator 3: Rise of the Machines,2003,230671,6.4
Terminator II,1989,513,5
Terminator Salvation,2009,223597,6.7
Terminus paradis,1998,1165,8
Terms and Conditions May Apply,2013,1642,7.4
Terms of Endearment,1983,31879,7.4
Terra,2007,8804,6.7
Terra Estrangeira,1996,1165,7.5
Terra em Transe,1967,1268,7.5
Terraferma,2011,1906,6.8
Terri,2011,7759,6.5
Territories,2010,1533,5.1
Terror,1978,585,5
Terror Firmer,1999,3457,6.2
Terror Toons,2002,912,2.8
Terror Tract,2000,1229,5.9
Terror Train,1980,5044,5.8
Terror Trap,2010,742,3.6
Terror by Night,1946,3206,7.1
Terror from the Year 5000,1958,924,2.3
Terror in a Texas Town,1958,866,6.8
Terror in the Aisles,1984,1275,6.3
Terror! Il castello delle donne maledette,1974,581,3.2
TerrorStorm: A History of Government-Sponsored Terrorism,2006,1578,8
TerrorVision,1986,2860,5.5
Terrore nello spazio,1965,2618,6.3
"Terry Tate, Office Linebacker",2002,1143,8.1
Terug naar de kust,2009,984,6.4
Terumae romae,2012,948,6.3
Tesis,1996,21919,7.5
Tesis sobre un homicidio,2013,2843,6.3
Tesko je biti fin,2007,628,7.4
Tesna koza,1982,1383,8.2
Tesna koza 2,1987,638,7.5
Tesna koza 3,1988,631,7.5
Tesna koza 4,1991,565,7.4
Tess,1979,8665,7.3
Tess of the D'Urbervilles,1998,1293,7.9
Test Pilot,1938,1229,7
Testament,1983,3870,7.2
Testosteron,2007,1422,6.3
Testosterone,2003,927,5.6
Tetro,2009,9334,6.9
Tetsuo,1989,11971,7
Tetsuo II: Body Hammer,1992,2595,6.4
Tetsuo: The Bullet Man,2009,958,5.6
Tex,1982,1229,6.6
Texas,1941,629,6.9
Texas - Doc Snyder hâlt die Welt in Atem,1993,1740,6.7
Texas Across the River,1966,803,6.5
Texas Chainsaw 3D,2013,25936,4.8
Texas Killing Fields,2011,11439,5.7
Texas Rangers,2001,4164,5.2
Texas Terror,1935,500,5.1
"Texas, addio",1966,773,6.3
Texasville,1990,1676,6
Textuality,2011,703,4
Tezaab,1988,779,7
Tezz,2012,1174,3.9
Thaandavam,2012,756,6
Thalaivaa,2013,3595,6.6
Thalapathi,1991,2143,8.1
Thale,2012,3295,5.5
Thank God It's Friday,1978,1398,5
Thank You,2011,2189,4.3
Thank You for Smoking,2005,170143,7.7
Thank Your Lucky Stars,1943,974,7.3
Thanks for Sharing,2012,9474,6.4
ThanksKilling,2009,2165,4.3
Thanksgiving Family Reunion,2003,712,3.4
Thanmathra,2005,783,7.9
That Awkward Moment,2014,20507,6.2
That Beautiful Somewhere,2006,514,5.5
That Certain Woman,1937,730,7
That Cold Day in the Park,1969,563,7
That Darn Cat,1997,2874,4.5
That Darn Cat!,1965,3323,6.6
That Evening Sun,2009,1920,7.2
That Forsyte Woman,1949,730,6.6
That Girl in Yellow Boots,2010,1857,6.7
That Guy... Who Was in That Thing,2012,983,7.1
That Hamilton Woman,1941,2262,7.4
That Night,1992,1454,6.6
That Old Feeling,1997,2599,6.1
That Thing You Do!,1996,42873,6.8
That Touch of Mink,1962,5100,6.7
That Uncertain Feeling,1941,1323,6.9
That Was Then... This Is Now,1985,1473,6.2
That'll Be the Day,1973,612,6.7
That's Dancing!,1985,681,6.9
That's Entertainment!,1974,3441,7.7
That's Entertainment! III,1994,888,7.6
"That's Entertainment, Part II",1976,1338,7.3
"That's It, That's All.",2008,694,8.4
That's Life!,1986,851,6.1
That's My Boy,1951,508,6.3
That's My Boy,2012,53308,5.6
That's What I Am,2011,7091,7
Thattathin Marayathu,2012,990,7.6
The '60s,1999,2009,6.9
The '70s,2000,521,5.9
The 'Burbs,1989,40639,6.8
The 'High Sign',1921,1282,7.7
The 'Maggie',1954,527,7.1
The 11th Hour,2007,4393,7.3
The 12 Dogs of Christmas,2005,528,5.5
The 13th Warrior,1999,89793,6.5
The 24th Day,2004,2810,6.6
The 25th Reich,2012,676,3.2
The 27th Day,1957,597,6.3
The 3 Worlds of Gulliver,1960,1225,6.4
The 30 Foot Bride of Candy Rock,1959,549,6.2
The 300 Spartans,1962,4869,6.7
The 39 Steps,1935,33689,7.9
The 39 Steps,1959,1119,6.6
The 39 Steps,2008,1386,6.4
The 40 Year Old Virgin,2005,239327,7.2
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,4922,2.7
The 4th Floor,1999,3452,5.7
"The 5,000 Fingers of Dr. T.",1953,2600,7
The 50 Worst Movies Ever Made,2004,503,5.1
The 51st State,2001,38745,6.3
The 5th Quarter,2010,1060,5.6
The 66th Annual Golden Globe Awards,2009,939,8.2
The 6th Day,2000,85577,5.9
The 7 Adventures of Sinbad,2010,967,2.7
The 7.39,2014,641,7.5
The 70th Annual Academy Awards,1998,543,6.1
The 72nd Annual Academy Awards,2000,541,6
The 73rd Annual Academy Awards,2001,749,6
The 74th Annual Academy Awards,2002,940,5.5
The 75th Annual Academy Awards,2003,803,6.2
The 76th Annual Academy Awards,2004,977,6.1
The 77th Annual Academy Awards,2005,884,5.9
The 78th Annual Academy Awards,2006,798,6.6
The 79th Annual Academy Awards,2007,1041,7.3
The 7th Voyage of Sinbad,1958,6675,7.2
The 80th Annual Academy Awards,2008,1072,6.9
The 81st Annual Academy Awards,2009,1626,8
The 82nd Annual Academy Awards,2010,1185,6.8
The 83rd Annual Academy Awards,2011,986,6.3
The 84th Annual Academy Awards,2012,1182,7.3
The 8th Plague,2006,777,4.3
The A-Team,2010,170967,6.8
The ABCs of Death,2012,8519,4.7
The Abandoned,2006,9805,5.7
The Abduction Club,2002,1290,6.7
The Abominable Dr. Phibes,1971,8258,7.2
The Abominable Snowman,1957,1988,6.5
The Absent-Minded Professor,1961,4464,6.7
The Abyss,1989,108084,7.6
The Accidental Husband,2008,15831,5.5
The Accidental Tourist,1988,10709,6.8
The Accountant,2001,563,7.7
The Accused,1988,19935,7.1
The Ace of Hearts,1921,727,7.1
The Acid House,1998,5072,6.3
The Act of Killing,2012,12137,8.2
The Act of Seeing with One's Own Eyes,1971,833,7.1
The Actors,2003,1306,6.1
The Actress,1953,674,6.7
The Addams Family,1991,76220,6.8
The Addiction,1995,5565,6.4
The Adjuster,1991,2197,6.8
The Adjustment Bureau,2011,163051,7.1
The Admirable Crichton,1957,716,7
The Adventure Scouts,2010,1512,7.7
The Adventure of Sherlock Holmes' Smarter Brother,1975,4103,6.1
The Adventurer,1917,1799,7.5
The Adventurer: The Curse of the Midas Box,2013,1554,5.3
The Adventures of Andr» and Wally B.,1984,2742,5.4
The Adventures of Baron Munchausen,1988,34268,7.2
The Adventures of Bob & Doug McKenzie: Strange Brew,1983,10958,6.9
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,15379,6.4
The Adventures of Elmo in Grouchland,1999,1693,5.7
The Adventures of Ford Fairlane,1990,12621,6.2
The Adventures of Huck Finn,1993,5569,6.1
The Adventures of Huckleberry Finn,1939,703,6.9
The Adventures of Huckleberry Finn,1960,913,6.3
The Adventures of Ichabod and Mr. Toad,1949,6215,7.2
The Adventures of Marco Polo,1938,630,5.7
The Adventures of Mark Twain,1944,614,7.1
The Adventures of Mark Twain,1985,1509,7.6
The Adventures of Pinocchio,1996,3381,5.3
The Adventures of Pluto Nash,2002,17538,3.7
"The Adventures of Priscilla, Queen of the Desert",1994,30159,7.5
The Adventures of Robin Hood,1938,34157,8
The Adventures of Rocky & Bullwinkle,2000,14886,4.1
The Adventures of Sebastian Cole,1998,1625,6.9
The Adventures of Sharkboy and Lavagirl 3-D,2005,13940,3.4
The Adventures of Sherlock Holmes,1939,4097,7.6
The Adventures of Tintin,2011,143582,7.4
The Adventures of Tom Sawyer,1938,996,7.3
The Adventures of Young Indiana Jones: Treasure of the Peacock's Eye,1995,658,6.2
The Adventures of the Wilderness Family,1975,797,6.3
The Affair of the Necklace,2001,3972,6.1
The Affairs of Anatol,1921,1008,8.1
The Afflicted,2010,715,4.6
The African Queen,1951,50692,8
The Age of Innocence,1993,29604,7.3
The Age of Stupid,2009,3206,7
The Aggression Scale,2012,2220,5.9
The Agony and the Ecstasy,1965,3798,7.2
The Agronomist,2003,754,7.5
The Air I Breathe,2007,29415,7
The Air Up There,1994,6613,5.4
The Alamo,1960,8900,6.9
The Alamo,2004,14678,6
The Alibi,2006,4534,6.5
The Alien Dead,1980,580,2.3
The All Together,2007,735,5
The Alligator People,1959,956,5.5
The Allnighter,1987,766,3.9
The Alphabet,1968,3970,6.9
The Alphabet Killer,2008,6057,5.3
The Alphabet Murders,1965,794,5.5
The Alternate,2000,609,2.3
The Amateur,1981,599,5.7
The Amazing Colossal Man,1957,1618,4.1
The Amazing Dr. Clitterhouse,1938,1275,7
The Amazing Mr. Blunden,1972,559,7.3
The Amazing Mr. X,1948,765,6.5
The Amazing Panda Adventure,1995,2457,5.7
The Amazing Quest of Ernest Bliss,1936,1013,6.3
The Amazing Screw-On Head,2006,1350,8
The Amazing Spider-Man,2012,313331,7.1
The Amazing Spider-Man 2,2014,99636,7.4
The Amazing Transparent Man,1960,1428,3.7
The Ambassador,2011,2199,7.3
The Ambulance,1990,1727,5.8
The Ambushers,1967,1022,4.9
The American,2010,67026,6.3
The American Astronaut,2001,2253,7.3
The American Mall,2008,1029,4.8
The American Nightmare,2000,1329,7.4
The American President,1995,37842,6.8
The American Scream,2012,643,6.9
The American Standards,2008,504,4.6
The Americanization of Emily,1964,2996,7.4
The Amityville Asylum,2013,517,2.6
The Amityville Curse,1989,1008,2.8
The Amityville Haunting,2011,1341,2.7
The Amityville Horror,1979,22745,6.2
The Amityville Horror,2005,63788,5.9
The Amputee,1974,2735,5.6
The Amy Fisher Story,1993,874,5.4
The Anarchist Cookbook,2002,1184,5.1
The Anderson Tapes,1971,4234,6.4
The Andromeda Strain,1971,21105,7.2
The Angels' Share,2012,13528,7
The Angry Hills,1959,541,5.8
The Angry Red Planet,1959,1685,5.1
The Angry Silence,1960,606,7.7
The Animal,2001,39225,4.8
The Animal Kingdom,1932,523,6.6
The Animatrix,2003,51728,7.4
The Anniversary,1968,1294,7.3
The Anniversary Party,2001,7030,6.4
The Ant Bully,2006,25516,5.9
The Apartment,1960,79626,8.4
The Ape,1940,1070,4.5
The Ape,2005,705,4.6
The Ape Man,1943,712,4.6
The Apocalypse,2007,2483,1.8
The Apostle,1997,10604,7.2
The Appaloosa,1966,1634,6.3
The Apparition,2012,13136,4.1
The Apple,1980,1036,4.2
The Apple Dumpling Gang,1975,2735,6.2
The Apple Dumpling Gang Rides Again,1979,1200,5.7
The Apprenticeship of Duddy Kravitz,1974,1344,6.9
The April Fools,1969,654,6.4
The Arbor,2010,1079,7.1
The Architect,2006,839,5.6
The Arena,1974,573,5.5
The Arena,2001,500,2.6
The AristoCats,1970,39357,7.1
The Aristocrats,2005,14184,6.4
The Armstrong Lie,2013,2309,7.1
The Arrangement,1969,1392,6.5
The Arrival,1996,21782,6.3
The Arrow,1997,637,7.5
The Art of Flight,2011,5187,8.3
The Art of Getting By,2011,28351,6.6
The Art of Travel,2008,1470,6.5
The Art of War,2000,22924,5.7
The Art of War II: Betrayal,2008,2645,4.2
The Art of War III: Retribution,2009,659,2.5
The Art of the Steal,2009,1551,7.6
The Art of the Steal,2013,7300,6.4
The Artist,2011,150310,8
The Aryan Couple,2004,764,6.3
The Asphalt Jungle,1950,14716,7.9
The Asphyx,1973,1180,6.3
The Assassination Bureau,1969,1310,6.8
The Assassination of Jesse James by the Coward Robert Ford,2007,114193,7.6
The Assassination of Richard Nixon,2004,21585,7
The Assassination of Trotsky,1972,929,6
The Assignment,1997,6785,6.9
The Associate,1996,5178,5.9
The Astounding She-Monster,1957,549,3.2
The Astro-Zombies,1968,1567,3
The Astronaut Farmer,2006,18021,6.3
The Astronaut's Wife,1999,39133,5.2
The Atomic Cafe,1982,2926,7.7
The Atomic Submarine,1959,827,5.1
The Attack,2012,1803,7.1
The Attacks of 26/11,2013,2370,6.6
The Attendant,2004,864,8
The Attic,2007,1153,3.5
The Attic Expeditions,2001,1342,5.1
The Audrey Hepburn Story,2000,1842,5.8
The Auteur,2008,541,5.8
